applicant_id,jurisdiction,age,age_group,gender,protected_group,income,employment_status,credit_score,debt_to_income,loan_amount,loan_term_months,loan_purpose,prior_default,region_risk_score,default_next_12m,model_score,approved,manual_review,decision_reason_1,decision_reason_2
APP-00654,US,58,50-64,Male,1,154214,Self-employed,818,0.402,33321,36,Credit card consolidation,0,0.546,0,0.0179,1,0,Approved,Approved
APP-00655,EU,72,65+,Female,1,23886,Full-time,665,0.557,17573,36,Personal,0,0.478,0,0.246,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-00656,Singapore,60,50-64,Female,0,18000,Full-time,666,0.48,26495,36,Home improvement,0,0.334,0,0.1799,1,0,Approved,Approved
APP-00657,EU,19,18-24,Female,0,62539,Full-time,609,0.492,28773,36,Credit card consolidation,0,0.528,0,0.2295,0,1,High debt-to-income ratio,Low credit score
APP-00658,EU,44,35-49,Male,0,92867,Self-employed,776,0.125,51233,24,Small business,0,0.48,0,0.0113,1,0,Approved,Approved
APP-00659,US,54,50-64,Male,0,83416,Full-time,676,0.445,7672,84,Credit card consolidation,0,0.691,1,0.1529,1,0,Approved,Approved
APP-00660,EU,62,50-64,Male,0,81522,Part-time,708,0.083,112304,36,Home improvement,0,0.748,0,0.0367,1,0,Approved,Approved
APP-00661,US,58,50-64,Male,0,47202,Full-time,721,0.339,23962,36,Personal,0,0.516,0,0.0617,1,0,Approved,Approved
APP-00662,US,47,35-49,Male,0,74728,Self-employed,722,0.32,40941,36,Home improvement,0,0.488,0,0.0503,1,0,Approved,Approved
APP-00663,US,27,25-34,Male,1,39352,Full-time,584,0.437,38106,60,Auto,0,0.511,0,0.3074,0,0,Low credit score,High debt-to-income ratio
APP-00664,EU,33,25-34,Female,0,56097,Self-employed,786,0.372,86424,36,Personal,0,0.535,0,0.0374,1,0,Approved,Approved
APP-00665,EU,18,18-24,Male,0,36590,Full-time,799,0.371,81593,12,Small business,0,0.443,1,0.0338,1,0,Approved,Approved
APP-00666,EU,41,35-49,Male,1,36819,Full-time,728,0.144,22236,48,Auto,0,0.6,0,0.033,1,0,Approved,Approved
APP-00667,EU,23,18-24,Male,0,23736,Full-time,760,0.123,42117,24,Credit card consolidation,0,0.466,0,0.0154,1,0,Approved,Approved
APP-00668,US,42,35-49,Female,1,27159,Part-time,558,0.304,135298,48,Credit card consolidation,0,0.519,1,0.2656,0,0,Income insufficient for requested loan,Low credit score
APP-00669,US,56,50-64,Female,0,35286,Part-time,701,0.294,44021,60,Small business,0,0.566,0,0.0992,1,0,Approved,Approved
APP-00670,EU,44,35-49,Female,1,24159,Unemployed,523,0.593,41882,84,Personal,1,0.589,1,0.8661,0,0,Low credit score,Prior default history
APP-00671,US,60,50-64,Male,1,69879,Full-time,718,0.215,74256,36,Credit card consolidation,0,0.451,0,0.0302,1,0,Approved,Approved
APP-00672,UK,27,25-34,Female,0,89354,Unemployed,501,0.433,40869,12,Small business,1,0.092,1,0.5468,0,0,Low credit score,Prior default history
APP-00673,US,61,50-64,Male,1,67029,Full-time,755,0.654,35001,60,Auto,0,0.524,1,0.1813,1,1,Approved,Approved
APP-00674,US,60,50-64,Female,0,175804,Self-employed,628,0.311,15145,48,Auto,1,0.39,0,0.1491,1,0,Approved,Approved
APP-00675,US,73,65+,Male,0,89787,Part-time,580,0.176,32996,36,Personal,0,0.71,0,0.1288,1,0,Approved,Approved
APP-00676,US,62,50-64,Male,0,20570,Part-time,723,0.263,52696,48,Personal,0,0.505,0,0.0638,1,0,Approved,Approved
APP-00677,UK,73,65+,Female,1,56779,Full-time,663,0.528,33827,84,Small business,0,0.524,0,0.2641,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-00678,EU,28,25-34,Male,0,22723,Full-time,803,0.1,39848,48,Small business,0,0.408,0,0.0117,1,0,Approved,Approved
APP-00679,EU,32,25-34,Female,1,84993,Full-time,739,0.198,29888,60,Personal,0,0.607,0,0.0275,1,0,Approved,Approved
APP-00680,UK,34,25-34,Male,1,77313,Part-time,710,0.389,13629,48,Credit card consolidation,0,0.368,0,0.0664,1,0,Approved,Approved
APP-00681,Singapore,56,50-64,Female,1,24899,Full-time,736,0.517,22868,36,Credit card consolidation,0,0.443,0,0.1081,1,0,Approved,Approved
APP-00682,EU,49,35-49,Male,0,20428,Part-time,794,0.151,32691,84,Personal,0,0.332,0,0.0188,1,0,Approved,Approved
APP-00683,EU,28,25-34,Female,1,38910,Self-employed,488,0.392,34909,60,Home improvement,0,0.919,0,0.5831,0,0,Low credit score,Elevated regional portfolio risk
APP-00684,Singapore,69,65+,Female,0,67557,Full-time,722,0.4,15278,24,Education,0,0.583,0,0.0739,1,0,Approved,Approved
APP-00685,US,41,35-49,Male,0,43846,Full-time,619,0.414,45966,36,Auto,0,0.345,0,0.1784,1,0,Approved,Approved
APP-00686,US,45,35-49,Female,0,44501,Self-employed,704,0.226,153164,84,Home improvement,0,0.72,0,0.0795,1,0,Approved,Approved
APP-00687,Singapore,48,35-49,Male,0,67834,Full-time,664,0.259,353993,60,Credit card consolidation,0,0.78,0,0.1165,1,0,Approved,Approved
APP-00688,UK,49,35-49,Female,1,18000,Full-time,671,0.089,9874,24,Credit card consolidation,0,0.64,0,0.0386,1,0,Approved,Approved
APP-00689,US,57,50-64,Male,1,68597,Full-time,691,0.172,98315,36,Auto,0,0.637,0,0.0483,1,0,Approved,Approved
APP-00690,Singapore,74,65+,Male,0,72156,Full-time,742,0.115,25248,48,Credit card consolidation,0,0.332,0,0.0139,1,0,Approved,Approved
APP-00691,Singapore,72,65+,Female,1,46104,Part-time,749,0.174,104112,36,Credit card consolidation,0,0.406,0,0.0257,1,0,Approved,Approved
APP-00692,EU,21,18-24,Male,1,58242,Self-employed,691,0.21,45998,48,Credit card consolidation,0,0.718,0,0.0492,1,0,Approved,Approved
APP-00693,US,51,50-64,Male,0,177507,Full-time,733,0.333,18471,48,Education,0,0.507,0,0.0277,1,0,Approved,Approved
APP-00694,UK,31,25-34,Male,1,80400,Full-time,608,0.445,56998,36,Personal,0,0.6,0,0.2144,0,1,Low credit score,High debt-to-income ratio
APP-00695,US,71,65+,Female,1,40008,Full-time,619,0.371,45689,36,Auto,0,0.503,1,0.1909,1,1,Approved,Approved
APP-00696,US,75,65+,Female,1,66145,Full-time,630,0.262,29052,48,Credit card consolidation,0,0.554,0,0.0952,1,0,Approved,Approved
APP-00697,EU,57,50-64,Male,0,64364,Self-employed,709,0.276,51169,60,Personal,0,0.295,0,0.0402,1,0,Approved,Approved
APP-00698,US,63,50-64,Female,1,24378,Full-time,670,0.182,44393,60,Small business,0,0.493,0,0.0688,1,0,Approved,Approved
APP-00699,EU,70,65+,Female,1,44922,Unemployed,745,0.335,22348,36,Personal,0,0.516,0,0.0631,1,0,Approved,Approved
APP-00700,Singapore,26,25-34,Female,0,33869,Full-time,554,0.122,53225,60,Auto,0,0.414,0,0.118,1,0,Approved,Approved
APP-00701,US,35,35-49,Female,0,65280,Full-time,769,0.183,41604,60,Credit card consolidation,0,0.663,0,0.022,1,0,Approved,Approved
APP-00702,US,74,65+,Female,1,62128,Full-time,716,0.289,38146,60,Home improvement,0,0.625,0,0.07,1,0,Approved,Approved
APP-00703,US,62,50-64,Female,0,34456,Full-time,850,0.121,25594,36,Auto,0,0.571,0,0.0095,1,0,Approved,Approved
APP-00704,EU,53,50-64,Female,1,84299,Part-time,598,0.227,52138,36,Home improvement,1,0.645,0,0.3028,0,0,Prior default history,Low credit score
APP-00705,US,61,50-64,Female,0,29644,Full-time,822,0.555,46984,24,Credit card consolidation,0,0.203,0,0.0441,1,0,Approved,Approved
APP-00706,UK,32,25-34,Male,0,79594,Full-time,752,0.137,38298,60,Personal,0,0.656,0,0.0206,1,0,Approved,Approved
APP-00707,EU,61,50-64,Female,0,50278,Full-time,602,0.402,23044,36,Home improvement,0,0.221,0,0.1709,1,0,Approved,Approved
APP-00708,US,65,65+,Male,1,23239,Full-time,543,0.127,21287,36,Home improvement,0,0.221,0,0.1091,1,0,Approved,Approved
APP-00709,US,61,50-64,Male,0,39648,Unemployed,599,0.296,33103,48,Home improvement,0,0.519,0,0.2108,0,1,Low credit score,Elevated regional portfolio risk
APP-00710,EU,55,50-64,Male,1,31441,Full-time,629,0.485,73842,60,Personal,0,0.228,1,0.2089,0,1,High debt-to-income ratio,Low credit score
APP-00711,US,38,35-49,Male,1,57807,Self-employed,543,0.284,19317,60,Auto,0,0.333,0,0.1875,1,1,Approved,Approved
APP-00712,US,42,35-49,Female,0,40517,Full-time,661,0.248,161858,48,Personal,0,0.659,0,0.0985,1,0,Approved,Approved
APP-00713,US,64,50-64,Female,1,96431,Full-time,506,0.456,32387,48,Auto,0,0.466,0,0.4163,0,0,Low credit score,High debt-to-income ratio
APP-00714,Singapore,29,25-34,Male,0,96416,Part-time,650,0.251,27492,36,Personal,0,0.783,0,0.0928,1,0,Approved,Approved
APP-00715,EU,73,65+,Female,1,81378,Full-time,701,0.162,69954,24,Personal,0,0.502,0,0.0293,1,0,Approved,Approved
APP-00716,US,27,25-34,Female,1,83654,Full-time,749,0.191,95477,48,Education,0,0.762,0,0.0292,1,0,Approved,Approved
APP-00717,EU,24,18-24,Male,0,65533,Part-time,724,0.655,30046,60,Credit card consolidation,0,0.094,0,0.1405,1,0,Approved,Approved
APP-00718,EU,65,65+,Female,0,30023,Full-time,820,0.274,210484,60,Personal,0,0.289,0,0.0213,1,0,Approved,Approved
APP-00719,UK,52,50-64,Male,0,83028,Full-time,806,0.086,72000,36,Auto,0,0.325,0,0.0072,1,0,Approved,Approved
APP-00720,US,57,50-64,Male,0,60549,Full-time,702,0.289,71427,12,Auto,0,0.288,0,0.0448,1,0,Approved,Approved
APP-00721,Singapore,64,50-64,Female,0,41774,Full-time,682,0.153,15338,48,Education,0,0.36,0,0.0357,1,0,Approved,Approved
APP-00722,EU,72,65+,Female,0,69034,Full-time,675,0.219,27840,36,Auto,0,0.688,0,0.0694,1,0,Approved,Approved
APP-00723,EU,43,35-49,Male,1,100228,Full-time,758,0.41,52949,12,Auto,0,0.588,0,0.0499,1,0,Approved,Approved
APP-00724,US,27,25-34,Female,1,75062,Unemployed,760,0.254,23658,60,Home improvement,0,0.64,0,0.0434,1,0,Approved,Approved
APP-00725,EU,72,65+,Male,0,43589,Full-time,641,0.218,80701,36,Personal,1,0.626,0,0.2141,0,1,Prior default history,Elevated regional portfolio risk
APP-00726,US,70,65+,Female,0,57292,Full-time,581,0.284,28940,48,Credit card consolidation,0,0.537,1,0.1573,1,0,Approved,Approved
APP-00727,EU,43,35-49,Female,0,59553,Full-time,738,0.581,12740,24,Education,0,0.186,0,0.086,1,0,Approved,Approved
APP-00728,Singapore,70,65+,Male,0,28878,Full-time,827,0.283,16272,12,Education,0,0.585,0,0.0205,1,0,Approved,Approved
APP-00729,Singapore,40,35-49,Male,1,46450,Unemployed,775,0.332,36162,60,Credit card consolidation,0,0.317,0,0.0369,1,0,Approved,Approved
APP-00730,US,25,25-34,Male,1,56212,Self-employed,723,0.11,76804,84,Personal,0,0.437,0,0.0224,1,0,Approved,Approved
APP-00731,US,28,25-34,Male,1,105070,Full-time,623,0.254,5563,84,Education,0,0.604,0,0.0925,1,0,Approved,Approved
APP-00732,US,48,35-49,Female,0,94336,Full-time,712,0.053,39742,36,Auto,0,0.592,0,0.0184,1,0,Approved,Approved
APP-00733,US,53,50-64,Female,1,64232,Full-time,758,0.131,15599,48,Credit card consolidation,0,0.614,0,0.0178,1,0,Approved,Approved
APP-00734,US,62,50-64,Male,1,42815,Full-time,609,0.354,39660,36,Home improvement,0,0.95,0,0.2841,0,0,Elevated regional portfolio risk,Low credit score
APP-00735,EU,24,18-24,Female,0,57064,Self-employed,587,0.259,6039,24,Home improvement,0,0.449,1,0.116,1,0,Approved,Approved
APP-00736,EU,67,65+,Female,0,25201,Full-time,736,0.436,28703,60,Personal,0,0.279,0,0.0779,1,0,Approved,Approved
APP-00737,US,25,25-34,Female,1,26295,Full-time,630,0.268,59684,36,Auto,0,0.414,0,0.1067,1,0,Approved,Approved
APP-00738,EU,67,65+,Male,0,59750,Unemployed,553,0.298,41035,48,Education,0,0.6,0,0.2703,0,0,Low credit score,Elevated regional portfolio risk
APP-00739,EU,37,35-49,Male,0,61692,Self-employed,730,0.081,70989,48,Credit card consolidation,0,0.316,0,0.0128,1,0,Approved,Approved
APP-00740,EU,37,35-49,Female,0,31297,Full-time,766,0.271,46550,48,Home improvement,0,0.461,0,0.0361,1,0,Approved,Approved
APP-00741,EU,71,65+,Female,0,54174,Full-time,642,0.091,19801,48,Home improvement,0,0.562,0,0.053,1,0,Approved,Approved
APP-00742,EU,24,18-24,Female,0,49570,Full-time,579,0.299,31936,36,Credit card consolidation,0,0.309,0,0.1223,1,0,Approved,Approved
APP-00743,US,20,18-24,Female,0,56331,Full-time,660,0.039,14759,36,Credit card consolidation,0,0.61,0,0.0269,1,0,Approved,Approved
APP-00744,EU,33,25-34,Male,0,33184,Full-time,819,0.275,5681,36,Auto,0,0.269,0,0.0162,1,0,Approved,Approved
APP-00745,UK,51,50-64,Male,0,69167,Self-employed,610,0.382,44091,48,Credit card consolidation,0,0.598,0,0.1712,1,0,Approved,Approved
APP-00746,US,71,65+,Male,1,73282,Full-time,629,0.51,25734,60,Credit card consolidation,0,0.603,0,0.2538,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-00747,US,49,35-49,Male,0,23327,Full-time,788,0.147,21788,60,Auto,0,0.566,0,0.0213,1,0,Approved,Approved
APP-00748,EU,59,50-64,Female,0,132447,Full-time,758,0.311,25931,48,Education,0,0.684,0,0.0321,1,0,Approved,Approved
APP-00749,US,30,25-34,Male,0,37744,Full-time,657,0.125,75889,36,Credit card consolidation,0,0.382,0,0.0366,1,0,Approved,Approved
APP-00750,EU,54,50-64,Female,1,20513,Self-employed,586,0.043,30043,24,Personal,0,0.421,0,0.0548,1,0,Approved,Approved
APP-00751,Singapore,19,18-24,Male,1,36178,Unemployed,696,0.353,21748,36,Education,0,0.411,0,0.0867,1,0,Approved,Approved
APP-00752,US,25,25-34,Male,1,35581,Full-time,657,0.355,61387,60,Home improvement,0,0.523,0,0.1415,1,0,Approved,Approved
APP-00753,US,66,65+,Male,1,80419,Full-time,688,0.159,41278,48,Credit card consolidation,0,0.483,0,0.0315,1,0,Approved,Approved
APP-00754,Singapore,37,35-49,Male,0,112022,Full-time,515,0.304,40349,24,Small business,0,0.721,0,0.2647,0,0,Low credit score,Elevated regional portfolio risk
APP-00755,EU,35,35-49,Male,1,127145,Part-time,605,0.791,38469,48,Credit card consolidation,0,0.647,1,0.5549,0,0,High debt-to-income ratio,Low credit score
APP-00756,UK,30,25-34,Male,0,52542,Full-time,769,0.13,93205,36,Credit card consolidation,0,0.45,0,0.0137,1,0,Approved,Approved
APP-00757,Singapore,70,65+,Male,0,95913,Full-time,672,0.399,17624,48,Auto,0,0.904,0,0.1658,1,0,Approved,Approved
APP-00758,EU,24,18-24,Female,1,99822,Self-employed,604,0.18,46395,48,Credit card consolidation,0,0.178,0,0.0411,1,0,Approved,Approved
APP-00759,Singapore,61,50-64,Male,0,55459,Unemployed,567,0.239,22350,48,Home improvement,0,0.345,0,0.1708,1,0,Approved,Approved
APP-00760,US,57,50-64,Female,1,63012,Part-time,607,0.263,39393,48,Small business,1,0.696,0,0.3696,0,0,Prior default history,Low credit score
APP-00761,Singapore,33,25-34,Male,1,204036,Full-time,783,0.418,57738,36,Credit card consolidation,0,0.508,0,0.0198,1,0,Approved,Approved
APP-00762,EU,69,65+,Female,1,43100,Full-time,569,0.372,24951,48,Credit card consolidation,0,0.277,0,0.1954,1,1,Approved,Approved
APP-00763,EU,75,65+,Male,0,53554,Full-time,711,0.439,44553,48,Auto,0,0.759,0,0.1532,1,0,Approved,Approved
APP-00764,EU,45,35-49,Male,1,43461,Full-time,594,0.142,27421,60,Auto,1,0.387,0,0.2,0,1,Prior default history,Low credit score
APP-00765,US,21,18-24,Male,0,43105,Full-time,690,0.291,82761,24,Personal,0,0.73,0,0.0802,1,0,Approved,Approved
APP-00766,UK,75,65+,Male,1,31104,Unemployed,616,0.513,35739,36,Auto,0,0.605,1,0.4054,0,0,High debt-to-income ratio,Low credit score
APP-00767,US,72,65+,Male,1,53090,Self-employed,459,0.432,26509,36,Credit card consolidation,0,0.484,1,0.4968,0,0,Low credit score,High debt-to-income ratio
APP-00768,EU,65,65+,Female,0,27525,Full-time,546,0.441,53451,60,Credit card consolidation,0,0.267,1,0.3203,0,0,Low credit score,High debt-to-income ratio
APP-00769,EU,46,35-49,Male,1,45285,Full-time,681,0.142,15111,24,Personal,0,0.743,0,0.0463,1,0,Approved,Approved
APP-00770,Singapore,20,18-24,Male,1,37320,Full-time,703,0.644,25834,48,Home improvement,0,0.615,0,0.2817,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-00771,US,18,18-24,Female,0,55024,Full-time,665,0.174,26177,36,Home improvement,0,0.637,0,0.0573,1,0,Approved,Approved
APP-00772,US,30,25-34,Male,0,32345,Full-time,698,0.117,29043,48,Personal,0,0.651,0,0.037,1,0,Approved,Approved
APP-00773,US,47,35-49,Female,0,35293,Full-time,597,0.253,25685,48,Credit card consolidation,1,0.548,0,0.2873,0,0,Prior default history,Low credit score
APP-00774,EU,50,50-64,Male,1,49779,Self-employed,679,0.104,10472,24,Home improvement,0,0.377,0,0.0274,1,0,Approved,Approved
APP-00775,EU,22,18-24,Male,0,64905,Full-time,805,0.327,40643,60,Credit card consolidation,0,0.383,1,0.0208,1,0,Approved,Approved
APP-00776,Singapore,33,25-34,Male,0,52603,Self-employed,655,0.092,40493,24,Small business,0,0.475,0,0.0354,1,0,Approved,Approved
APP-00777,US,49,35-49,Female,0,45738,Self-employed,675,0.248,12144,24,Home improvement,0,0.67,0,0.0747,1,0,Approved,Approved
APP-00778,EU,42,35-49,Female,0,32480,Part-time,809,0.404,8175,48,Home improvement,0,0.595,0,0.0579,1,0,Approved,Approved
APP-00779,EU,55,50-64,Male,0,141073,Full-time,681,0.221,37976,12,Small business,0,0.486,0,0.0324,1,0,Approved,Approved
APP-00780,US,68,65+,Male,1,50328,Full-time,580,0.221,8277,36,Credit card consolidation,0,0.575,0,0.1257,1,0,Approved,Approved
APP-00781,UK,39,35-49,Male,0,161643,Unemployed,748,0.331,29274,36,Home improvement,0,0.524,0,0.0351,1,0,Approved,Approved
APP-00782,Singapore,38,35-49,Female,1,60839,Full-time,625,0.297,105078,60,Credit card consolidation,0,0.656,0,0.1351,1,0,Approved,Approved
APP-00783,US,68,65+,Male,1,61510,Full-time,692,0.298,122755,48,Credit card consolidation,0,0.639,0,0.0779,1,0,Approved,Approved
APP-00784,US,19,18-24,Female,0,69975,Full-time,850,0.169,29311,60,Auto,0,0.75,0,0.0121,1,0,Approved,Approved
APP-00785,UK,39,35-49,Female,0,56641,Self-employed,682,0.123,39325,36,Education,0,0.95,0,0.0507,1,0,Approved,Approved
APP-00786,EU,24,18-24,Male,1,78677,Full-time,754,0.58,18449,60,Home improvement,0,0.507,0,0.119,1,0,Approved,Approved
APP-00787,US,45,35-49,Male,0,49855,Full-time,669,0.22,43412,36,Credit card consolidation,0,0.676,0,0.0648,1,0,Approved,Approved
APP-00788,US,72,65+,Male,1,122537,Full-time,542,0.376,60555,12,Personal,0,0.773,0,0.2655,0,0,Low credit score,Elevated regional portfolio risk
APP-00789,EU,73,65+,Female,1,26126,Full-time,729,0.239,37622,60,Home improvement,0,0.525,1,0.0542,1,0,Approved,Approved
APP-00790,US,44,35-49,Male,1,35724,Full-time,676,0.139,68410,48,Home improvement,0,0.388,0,0.0427,1,0,Approved,Approved
APP-00791,US,41,35-49,Male,0,29817,Unemployed,599,0.241,15955,24,Auto,0,0.388,0,0.138,1,0,Approved,Approved
APP-00792,EU,20,18-24,Female,1,55334,Full-time,537,0.076,36664,12,Home improvement,1,0.565,0,0.2251,0,1,Low credit score,Prior default history
APP-00793,UK,58,50-64,Male,0,31712,Full-time,583,0.142,21833,60,Auto,0,0.359,0,0.099,1,0,Approved,Approved
APP-00794,UK,41,35-49,Male,0,39331,Full-time,613,0.152,53560,24,Education,0,0.516,1,0.0713,1,0,Approved,Approved
APP-00795,US,53,50-64,Female,0,47559,Part-time,541,0.058,146165,60,Credit card consolidation,0,0.579,1,0.1289,1,0,Approved,Approved
APP-00796,EU,55,50-64,Male,1,74143,Full-time,743,0.309,17539,60,Credit card consolidation,0,0.338,0,0.0321,1,0,Approved,Approved
APP-00797,EU,20,18-24,Male,0,39259,Full-time,692,0.161,33382,36,Home improvement,0,0.699,0,0.0502,1,0,Approved,Approved
APP-00798,US,44,35-49,Female,0,46614,Full-time,670,0.336,28781,48,Credit card consolidation,0,0.588,0,0.0984,1,0,Approved,Approved
APP-00799,UK,40,35-49,Female,0,89521,Full-time,619,0.151,23605,36,Auto,0,0.362,0,0.0497,1,0,Approved,Approved
APP-00800,US,53,50-64,Male,0,39002,Self-employed,755,0.335,47136,84,Credit card consolidation,0,0.395,0,0.0445,1,0,Approved,Approved
APP-00801,Singapore,39,35-49,Male,0,34816,Self-employed,736,0.236,14823,36,Auto,0,0.308,0,0.0296,1,0,Approved,Approved
APP-00802,US,57,50-64,Female,0,28318,Full-time,627,0.152,36496,36,Education,0,0.765,0,0.0935,1,0,Approved,Approved
APP-00803,Singapore,66,65+,Female,0,53962,Self-employed,850,0.174,29453,48,Education,0,0.692,0,0.0113,1,0,Approved,Approved
APP-00804,Singapore,55,50-64,Female,0,48010,Part-time,811,0.26,24895,84,Credit card consolidation,0,0.335,0,0.021,1,0,Approved,Approved
APP-00805,US,63,50-64,Male,1,35208,Self-employed,789,0.53,38087,36,Credit card consolidation,0,0.471,0,0.0699,1,0,Approved,Approved
APP-00806,US,69,65+,Female,0,19958,Self-employed,592,0.209,29610,24,Education,1,0.571,0,0.2736,0,0,Prior default history,Low credit score
APP-00807,EU,30,25-34,Female,0,22707,Part-time,747,0.156,5982,60,Credit card consolidation,0,0.593,0,0.0314,1,0,Approved,Approved
APP-00808,Singapore,74,65+,Female,0,37255,Full-time,482,0.309,109659,36,Home improvement,0,0.634,0,0.4512,0,0,Low credit score,Income insufficient for requested loan
APP-00809,EU,74,65+,Male,0,34188,Full-time,829,0.405,48635,12,Credit card consolidation,0,0.705,0,0.0373,1,0,Approved,Approved
APP-00810,EU,36,35-49,Female,1,27901,Full-time,645,0.151,7711,84,Credit card consolidation,0,0.602,0,0.0706,1,0,Approved,Approved
APP-00811,US,55,50-64,Female,1,48849,Full-time,760,0.389,64614,36,Education,0,0.256,0,0.0407,1,0,Approved,Approved
APP-00812,US,32,25-34,Female,0,56497,Full-time,589,0.181,14830,48,Credit card consolidation,0,0.705,0,0.109,1,0,Approved,Approved
APP-00813,US,68,65+,Female,0,57056,Full-time,694,0.165,85551,60,Credit card consolidation,0,0.514,0,0.0394,1,0,Approved,Approved
APP-00814,US,72,65+,Female,0,60886,Full-time,579,0.321,26121,24,Home improvement,0,0.662,0,0.2183,0,1,Low credit score,Elevated regional portfolio risk
APP-00815,US,26,25-34,Male,1,45976,Part-time,646,0.274,60592,84,Small business,0,0.796,0,0.1805,1,1,Approved,Approved
APP-00816,US,30,25-34,Male,1,73568,Part-time,736,0.345,18911,36,Small business,0,0.662,0,0.0706,1,0,Approved,Approved
APP-00817,EU,72,65+,Male,0,18000,Unemployed,456,0.257,80606,60,Credit card consolidation,1,0.458,1,0.6894,0,0,Low credit score,Prior default history
APP-00818,EU,66,65+,Female,1,18520,Part-time,695,0.288,17998,24,Home improvement,0,0.243,0,0.0675,1,0,Approved,Approved
APP-00819,EU,69,65+,Female,0,60555,Full-time,419,0.273,20254,48,Small business,0,0.551,0,0.4904,0,0,Low credit score,Elevated regional portfolio risk
APP-00820,US,73,65+,Female,1,22197,Full-time,556,0.452,133414,48,Education,0,0.479,1,0.3999,0,0,Income insufficient for requested loan,Low credit score
APP-00821,EU,43,35-49,Female,0,71578,Full-time,489,0.051,103702,36,Auto,1,0.394,0,0.2715,0,0,Low credit score,Prior default history
APP-00822,US,42,35-49,Male,1,54908,Full-time,578,0.417,29991,84,Small business,0,0.539,0,0.3171,0,0,Low credit score,High debt-to-income ratio
APP-00823,US,36,35-49,Female,0,18000,Full-time,606,0.278,14430,36,Credit card consolidation,0,0.428,0,0.12,1,0,Approved,Approved
APP-00824,US,23,18-24,Male,0,71201,Full-time,680,0.223,8123,60,Personal,0,0.533,0,0.0494,1,0,Approved,Approved
APP-00825,EU,67,65+,Female,0,57499,Full-time,550,0.156,29260,60,Home improvement,0,0.77,0,0.1897,1,1,Approved,Approved
APP-00826,EU,75,65+,Female,0,28765,Full-time,762,0.228,110001,36,Auto,0,0.481,0,0.035,1,0,Approved,Approved
APP-00827,US,50,50-64,Male,1,57832,Full-time,804,0.376,13074,36,Credit card consolidation,0,0.67,0,0.0355,1,0,Approved,Approved
APP-00828,US,20,18-24,Male,0,82115,Full-time,648,0.041,20728,24,Education,1,0.198,0,0.043,1,0,Approved,Approved
APP-00829,EU,50,50-64,Male,1,72066,Self-employed,554,0.107,13561,48,Credit card consolidation,0,0.597,0,0.0889,1,0,Approved,Approved
APP-00830,US,42,35-49,Male,0,60517,Part-time,652,0.222,32911,48,Auto,0,0.163,0,0.0581,1,0,Approved,Approved
APP-00831,Singapore,70,65+,Female,0,59938,Full-time,656,0.02,35022,36,Education,0,0.231,0,0.0195,1,0,Approved,Approved
APP-00832,EU,71,65+,Female,0,165065,Full-time,661,0.302,13212,84,Home improvement,0,0.687,0,0.0808,1,0,Approved,Approved
APP-00833,EU,28,25-34,Male,0,27247,Full-time,665,0.455,58672,12,Auto,0,0.673,0,0.1971,1,1,Approved,Approved
APP-00834,EU,54,50-64,Male,1,23941,Unemployed,726,0.277,17097,60,Home improvement,0,0.712,0,0.0949,1,0,Approved,Approved
APP-00835,EU,57,50-64,Male,1,57025,Full-time,770,0.282,20120,36,Personal,0,0.474,0,0.0281,1,0,Approved,Approved
APP-00836,UK,55,50-64,Male,0,63138,Full-time,850,0.168,19693,12,Credit card consolidation,0,0.451,0,0.0065,1,0,Approved,Approved
APP-00837,EU,24,18-24,Female,0,30211,Full-time,594,0.28,35675,60,Credit card consolidation,1,0.671,0,0.3601,0,0,Prior default history,Low credit score
APP-00838,US,49,35-49,Female,1,49053,Full-time,742,0.353,43655,48,Credit card consolidation,1,0.669,0,0.1511,1,0,Approved,Approved
APP-00839,EU,66,65+,Male,1,32580,Full-time,758,0.147,26571,36,Personal,0,0.551,0,0.0223,1,0,Approved,Approved
APP-00840,Singapore,41,35-49,Female,0,34964,Full-time,597,0.221,8605,36,Credit card consolidation,0,0.745,0,0.1337,1,0,Approved,Approved
APP-00841,Singapore,29,25-34,Female,0,51737,Full-time,658,0.648,68341,24,Small business,1,0.528,1,0.5641,0,0,Prior default history,High debt-to-income ratio
APP-00842,UK,39,35-49,Female,0,52950,Full-time,826,0.157,10108,36,Auto,0,0.376,0,0.0094,1,0,Approved,Approved
APP-00843,EU,57,50-64,Female,0,20429,Full-time,626,0.237,89949,12,Personal,0,0.375,0,0.087,1,0,Approved,Approved
APP-00844,US,51,50-64,Male,0,46370,Full-time,573,0.49,7869,36,Credit card consolidation,0,0.331,1,0.2723,0,0,Low credit score,High debt-to-income ratio
APP-00845,EU,42,35-49,Male,1,49577,Self-employed,572,0.467,70839,48,Small business,1,0.432,1,0.5581,0,0,Prior default history,Low credit score
APP-00846,US,49,35-49,Male,1,44955,Full-time,590,0.258,82220,36,Credit card consolidation,0,0.611,0,0.1459,1,0,Approved,Approved
APP-00847,EU,68,65+,Female,1,64588,Part-time,758,0.313,91386,12,Auto,0,0.596,1,0.0516,1,0,Approved,Approved
